date,ticker,sector,p_hormuz,p_redsea,p_sanctions,p_oil100,signal_strength,gross_return,net_return,success
2020-04-07,TNK,shipping,0.12535726282138462,0.4192566275623648,0.347095157223261,0.98,0.06232529701508767,-0.13376508183289815,-0.14576508183289816,0
2020-04-08,TNK,shipping,0.12319289572334272,0.42155722670149226,0.35859284591117957,0.9706917722423914,0.059847293725431475,-0.12308259235989238,-0.1350825923598924,0
2020-04-09,TNK,shipping,0.11250186216938719,0.3904744054715124,0.35953342875670846,0.98,0.06185733676121995,-0.12597053011402792,-0.13797053011402793,0
2020-04-10,TNK,shipping,0.11804794400868296,0.3897839180415987,0.32195933361222456,0.9797771001030996,0.038750708736455114,-0.1002359030404334,-0.11223590304043339,0
2020-04-13,TNK,shipping,0.11346422117181935,0.40692039314839007,0.31039433417784934,0.98,0.04773819505436741,-0.13587663066171685,-0.14787663066171686,0
2020-04-14,TNK,shipping,0.10921809359362497,0.39825215160156924,0.30941094072768577,0.98,0.028689284748998702,-0.11595020769258879,-0.1279502076925888,0
2020-04-15,TNK,shipping,0.11354678334117285,0.3955411318153277,0.4368764349481933,0.98,0.04548103274770224,-0.1265652914496732,-0.13856529144967322,0
2020-04-16,TNK,shipping,0.11501043111481796,0.38089112724982954,0.40753982140153244,0.98,0.04581264015743733,-0.1363851395467771,-0.14838513954677712,0
2020-04-17,TNK,shipping,0.1088729460015011,0.36384193011695465,0.3810996213380076,0.9722738183451017,0.022579703590243912,-0.12709145164777602,-0.13909145164777603,0
2020-04-20,TNK,shipping,0.09624983131038974,0.34889352480615843,0.3752475943820621,0.9758187908770909,0.03253284354886188,-0.10970967931575804,-0.12170967931575803,0
2020-04-21,TNK,shipping,0.09909723062028855,0.350913180666573,0.35775768857235085,0.9765675852334752,0.07734150788363348,-0.07966525727261276,-0.09166525727261275,0
2020-04-22,TNK,shipping,0.1011078227198363,0.3505718159804035,0.3489810305256177,0.9793441371526443,0.055897861418813824,-0.02408354310115457,-0.03608354310115457,0
2020-04-23,TNK,shipping,0.09263830051938826,0.341224335230383,0.33667960597716023,0.9780375992663988,0.030831029792811982,-0.08720918867956706,-0.09920918867956706,0
2020-04-24,TNK,shipping,0.10261517014304304,0.33745494014460914,0.3483328027386586,0.98,0.03971894695386993,-0.09325467792172581,-0.10525467792172581,0
2020-04-27,TNK,shipping,0.0865221075784058,0.3475751419941784,0.32471040108149135,0.98,0.04451169717082673,-0.11495465191332033,-0.12695465191332034,0
2020-04-28,TNK,shipping,0.08690430870996177,0.34533969036683204,0.32416166753533554,0.9572446509753333,0.032430261830825716,-0.1069558197699444,-0.11895581976994439,0
2020-04-29,TNK,shipping,0.09464162739235056,0.3455839022199338,0.32433801234469867,0.9652704287445573,0.011156129466271088,-0.12565949560417522,-0.13765949560417523,0
2020-04-30,TNK,shipping,0.10233311007215744,0.345883966686597,0.3066283323565534,0.9504348130544705,0.03299862531807042,-0.10555569990633273,-0.11755569990633273,0
2020-05-01,TNK,shipping,0.10562839800347672,0.3491001194510251,0.30338933543152835,0.9367181081172405,0.04880928904307004,-0.11350977608632484,-0.12550977608632485,0
2020-05-04,TNK,shipping,0.10911527223802031,0.3492739874496457,0.2832681655792997,0.949304083467171,0.06142960497307287,-0.09000220937392789,-0.10200220937392789,0
2020-05-05,TNK,shipping,0.10196801294215417,0.34413698521483077,0.2909111454321326,0.9341509882347806,0.05377735388735691,-0.07795356762967331,-0.08995356762967331,0
2020-05-06,TNK,shipping,0.10335848942582901,0.3310614994635552,0.2779625813124918,0.9267199401273121,0.05764669999836171,-0.1037268637759694,-0.1157268637759694,0
2020-05-07,TNK,shipping,0.11803877535746617,0.3359113174160592,0.27150904305219126,0.9312394455262804,0.05028578111622245,-0.09788121822374296,-0.10988121822374296,0
2020-05-08,TNK,shipping,0.09325667219895074,0.3323424219787034,0.2927103120270037,0.9201579785347397,0.03429415146739749,-0.11255077448617057,-0.12455077448617057,0
2020-05-11,TNK,shipping,0.0658905069953171,0.3307495913534366,0.3048267222559654,0.8852122411015596,0.0247445739984259,-0.08107949774628831,-0.0930794977462883,0
2020-05-12,TNK,shipping,0.04234203042717104,0.30763968759173355,0.2824271933127104,0.8679383847735744,0.012535687168689524,-0.059290037646387184,-0.07129003764638718,0
2020-05-13,TNK,shipping,0.047560776573411935,0.2950228216926174,0.2657925288941044,0.8146761960205928,0.022867629282862536,-0.10801291583307104,-0.12001291583307104,0
2020-05-14,TNK,shipping,0.06064642918671319,0.2805041341259444,0.25156889422994344,0.7979931258334915,0.0342267608863967,-0.13148085502410156,-0.14348085502410157,0
2020-05-15,TNK,shipping,0.22063945439572022,0.30702128214989954,0.2538293270573537,0.8372861577498788,0.07442528422820659,-0.10579907567903424,-0.11779907567903423,0
2020-05-18,TNK,shipping,0.21451561734329525,0.33381641382569693,0.2551144109151218,0.8847671231513488,0.032884860971375746,-0.11576847124313105,-0.12776847124313107,0
2020-05-19,TNK,shipping,0.20024440653068204,0.35543986215584517,0.26630516132896775,0.9069919519250303,0.05410485584479352,-0.15021126195877155,-0.16221126195877156,0
2020-05-20,TNK,shipping,0.20023667853397645,0.38195807449305264,0.2754345533439924,0.9327908937959601,0.05711188881491773,-0.15294856359223408,-0.1649485635922341,0
2020-05-21,TNK,shipping,0.2881861183122669,0.39989789995490027,0.3021781103806506,0.98,0.07097175663649488,-0.1438157402604825,-0.1558157402604825,0
2020-05-22,TNK,shipping,0.5081916683775727,0.4425083142619317,0.34927906295732036,0.98,0.09536162249482384,-0.1265480657871112,-0.1385480657871112,0
2020-05-25,TNK,shipping,0.48960680771458465,0.49193813778557505,0.37735665774504995,0.98,0.09749354231100335,-0.09533103839426571,-0.10733103839426571,0
2020-05-26,TNK,shipping,0.4749906413414104,0.5595291706905325,0.3810569634335562,0.98,0.09681341565778184,-0.08411221417743575,-0.09611221417743575,0
2020-05-27,TNK,shipping,0.45284683198918274,0.6140968982909573,0.4041138292657545,0.98,0.09925138654118527,-0.06229815604016353,-0.07429815604016353,0
2020-05-28,TNK,shipping,0.44147479325510364,0.6380535009419297,0.42689924383123584,0.98,0.11681256708302469,-0.03056600827278877,-0.042566008272788766,0
2020-05-29,TNK,shipping,0.4287369520680846,0.6720057174052075,0.4689823131050432,0.98,0.09139763524032153,0.03439770787589658,0.022397707875896577,1
2020-06-01,TNK,shipping,0.3791742166186143,0.690553802601227,0.503024505904447,0.98,0.09360508747081377,0.025340298531708605,0.013340298531708605,1
2020-06-02,TNK,shipping,0.35642378257172336,0.7072974569768293,0.4703417398221455,0.98,0.12595282933712504,0.08277716084585118,0.07077716084585119,1
2020-06-03,TNK,shipping,0.33319473361018126,0.7205416134686595,0.466933803645441,0.98,0.1049206291100954,0.043473248763364225,0.03147324876336423,1
2020-06-04,TNK,shipping,0.3375521306193671,0.729550160520109,0.46707715631913715,0.98,0.08517972390363217,0.0590487974821734,0.0470487974821734,1
2020-06-05,TNK,shipping,0.3217755477266636,0.7588200315541037,0.4562937191168217,0.98,0.11641727738674075,0.056977424276351885,0.04497742427635189,1
2020-06-08,TNK,shipping,0.44816953263470516,0.781282993962951,0.47618205755973414,0.98,0.15029504395251753,0.08654205645639301,0.07454205645639302,1
2020-06-09,TNK,shipping,0.4241422875975755,0.8099200231643775,0.5088187714133893,0.98,0.12800659278549115,0.08866349936791185,0.07666349936791185,1
2020-06-10,TNK,shipping,0.3757440302441082,0.8091124676457669,0.518135192693707,0.98,0.12048311131759624,0.08676644544360324,0.07476644544360324,1
2020-06-11,TNK,shipping,0.3580816583919876,0.8065150721020131,0.530690430228537,0.98,0.11458565658186311,0.07485427619431628,0.06285427619431629,1
2020-06-12,TNK,shipping,0.34704343233392304,0.8827245753381672,0.5363293515368286,0.98,0.12742581727427532,0.0943901549576105,0.0823901549576105,1
2020-06-15,TNK,shipping,0.32264750295658273,0.8693570828320369,0.5221731124285625,0.98,0.1510269274578398,0.05381269723424276,0.04181269723424276,1
2020-06-16,TNK,shipping,0.31485537927149865,0.8799793569385004,0.539955673620783,0.98,0.12199390719653729,0.027455031359674864,0.015455031359674864,1
2020-06-17,TNK,shipping,0.29807012912635883,0.8898782777198688,0.5506761093594036,0.98,0.11164457442267091,0.017771306684916333,0.005771306684916332,1
2020-06-18,TNK,shipping,0.2901293584689128,0.8791316041049589,0.54661500643979,0.98,0.12720833088189343,0.04010759971508393,0.02810759971508393,1
2020-06-19,TNK,shipping,0.28035647579501205,0.8566446869436728,0.5429988018695249,0.98,0.09287285370391955,0.05564292164913298,0.043642921649132985,1
2020-06-22,TNK,shipping,0.2848941003487056,0.8367953583916602,0.5590600340785087,0.98,0.1084422249475965,0.07782486702545466,0.06582486702545466,1
2020-06-23,TNK,shipping,0.2751757855378677,0.8255428868410226,0.5566233125074986,0.98,0.10472824224985362,0.09149335499206201,0.07949335499206202,1
2020-06-24,TNK,shipping,0.2686547185033851,0.8098740214252768,0.5457313565083004,0.98,0.09595581556582598,0.039014431524837745,0.027014431524837745,1
2020-06-25,TNK,shipping,0.2629278361115507,0.8140534387729726,0.5331082059958405,0.98,0.04901270063373496,0.010075145878502667,-0.0019248541214973332,0
2020-06-26,TNK,shipping,0.24788892508388802,0.8152082968029993,0.5252252494953564,0.98,0.1342714406744753,0.035437143537820015,0.023437143537820015,1
2020-06-29,TNK,shipping,0.24517471766927576,0.7885518740271912,0.5142041615633851,0.98,0.08484579817420727,0.050999378587317956,0.03899937858731796,1
2020-06-30,TNK,shipping,0.2464432099232156,0.794022013374159,0.49995583669446353,0.98,0.11120765245492735,0.05738298919855378,0.04538298919855378,1
2020-07-01,TNK,shipping,0.2288634752349172,0.7822155212493589,0.4981122394453802,0.98,0.09626691874580616,0.09001837797535517,0.07801837797535517,1
2020-07-02,TNK,shipping,0.24021182840808758,0.7609229491331809,0.4903990684570025,0.98,0.09593199271929011,0.055349280692822855,0.04334928069282286,1
2020-07-03,TNK,shipping,0.22012490193255155,0.7556676642972107,0.48134371444492063,0.98,0.07757061112254243,0.028758031953455054,0.016758031953455054,1
2020-07-06,TNK,shipping,0.18649843859881232,0.7379425960837963,0.47197485397158234,0.98,0.09516531608498789,-0.011112224514432945,-0.023112224514432945,0
2020-07-07,TNK,shipping,0.20916982972638104,0.7292977923082439,0.4568258929694023,0.98,0.08200219499458823,-0.05397240336364295,-0.06597240336364295,0
2020-07-08,TNK,shipping,0.1896368836318556,0.7059466772621292,0.6038659799806179,0.98,0.0640066710743841,-0.005149183483854958,-0.017149183483854958,0
2020-07-09,TNK,shipping,0.19465772963990463,0.6687988153037908,0.5855319258408966,0.98,0.08533710974916864,0.057525873236320635,0.04552587323632064,1
2020-07-10,TNK,shipping,0.18255300691770304,0.639840933355746,0.559318983543067,0.98,0.1006486503417879,0.0269492236159381,0.0149492236159381,1
2020-07-13,TNK,shipping,0.1687952104304656,0.6288851138087597,0.5418113059613197,0.98,0.07231441023911134,0.023781056935714417,0.011781056935714417,1
2020-07-14,TNK,shipping,0.16619897386909063,0.6078381317681409,0.5106335780246105,0.98,0.09506798959396984,0.008113669592921147,-0.0038863304070788536,0
2020-07-15,TNK,shipping,0.16177218653290384,0.5874807536967105,0.48659435937509177,0.98,0.0631341795417482,0.06543148891076767,0.05343148891076767,1
2020-07-16,TNK,shipping,0.14985938790115202,0.57714603521794,0.48004838691053286,0.98,0.06593183608249263,0.09739838011495716,0.08539838011495716,1
2020-07-17,TNK,shipping,0.14385298743006447,0.5579280865704515,0.47452521122172076,0.98,0.050621276422901734,0.046199623262690226,0.03419962326269023,1
2020-07-20,TNK,shipping,0.1506004832888677,0.5361756748764751,0.43378251464166406,0.98,0.06727599487879922,0.004467087583038376,-0.007532912416961624,0
2020-07-21,TNK,shipping,0.1460644440753996,0.5402983720838529,0.4259029412782939,0.98,0.09191594948622825,-0.044629545320181596,-0.05662954532018159,0
2020-07-22,TNK,shipping,0.1513784122893024,0.5409560735351355,0.4233215198478737,0.98,0.06595275989533024,-0.04094191290827809,-0.052941912908278085,0
2020-07-23,TNK,shipping,0.13612993663775808,0.5357280909548172,0.4077654312726142,0.98,0.0548253259588288,-0.014444611009179376,-0.026444611009179376,0
2020-07-24,TNK,shipping,0.12527207577165142,0.5344385410659076,0.39753833925244975,0.98,0.06738082389392179,-0.002528523280207917,-0.014528523280207917,0
2020-07-27,TNK,shipping,0.12990823844080232,0.5269644991774965,0.3821999327555444,0.98,0.06933064035407879,0.0012274733151451667,-0.010772526684854834,0
2020-07-28,TNK,shipping,0.1079615429560582,0.5088759160809944,0.38013885898720856,0.98,0.03197839824188428,0.006636007342790462,-0.005363992657209538,0
2020-07-29,TNK,shipping,0.11661133136228026,0.48171106440761163,0.39022204344364364,0.98,0.06264768959363151,0.082301220264823,0.07030122026482301,1
2020-07-30,TNK,shipping,0.1039212427830181,0.6326843080697948,0.3793765570302232,0.98,0.05722437584387015,0.07049029661548922,0.058490296615489226,1
2020-07-31,TNK,shipping,0.11187272307610345,0.6062781141553485,0.3742262150189391,0.98,0.06534812719707998,0.043788686026789314,0.03178868602678932,1
2020-08-03,TNK,shipping,0.11392135155607579,0.580732783092966,0.3609970392711917,0.98,0.06407254222461527,0.025559328345639454,0.013559328345639454,1
2020-08-04,TNK,shipping,0.12801981411225274,0.556942210520824,0.3522592744575789,0.98,0.03143871576653848,0.025503771304967948,0.013503771304967948,1
2020-08-05,TNK,shipping,0.12482605301853585,0.5401434031273122,0.3600541158649331,0.98,0.06420903205427798,0.03774165168664445,0.02574165168664445,1
2020-08-06,TNK,shipping,0.11546777124164798,0.6264394897071195,0.35961078516688655,0.98,0.060494817168975035,0.05922755567274551,0.047227555672745516,1
2020-08-07,TNK,shipping,0.12238268428568222,0.6196316282298931,0.359722399214161,0.98,0.060678880291800255,0.07655232465462891,0.06455232465462891,1
2020-08-10,TNK,shipping,0.1413503857866031,0.609499060973981,0.3430735841315616,0.98,0.06473323375569402,0.11241953399235372,0.10041953399235372,1
2020-08-11,TNK,shipping,0.12672787484738282,0.6004453220043403,0.3368075512134632,0.9625709415481841,0.06157788660374995,0.11184728328796423,0.09984728328796423,1
2020-08-12,TNK,shipping,0.12815490125967263,0.5799828201672038,0.32476236396250646,0.9551000797862406,0.04099187326347366,0.15157958418235862,0.1395795841823586,1
2020-08-13,TNK,shipping,0.1322308557170947,0.5665697501639015,0.32379988783536057,0.9456864728354708,0.06446884978865747,0.16416574015062002,0.15216574015062,1
2020-08-14,TNK,shipping,0.1283551701756343,0.5497813989725723,0.30321128303349965,0.937840356685919,0.08170101061970436,0.14221163948807902,0.130211639488079,1
2020-08-17,TNK,shipping,0.12364455605217038,0.5432387701044314,0.30895253444250487,0.9466522092550703,0.031219503751015624,0.15448714465571056,0.14248714465571055,1
2020-08-18,TNK,shipping,0.12807911175146458,0.5170594111797742,0.28542354251672025,0.9314857358192478,0.04572469399198467,0.16962633109866743,0.15762633109866742,1
2020-08-19,TNK,shipping,0.1317518787528752,0.4879585799015383,0.28939750378452944,0.9439522880041945,0.08085771662546294,0.25975214801513413,0.24775214801513412,1
2020-08-20,TNK,shipping,0.13949801643090826,0.4861943990624967,0.266373770865011,0.9530940338957901,0.06308179247297589,0.24670501065232298,0.23470501065232297,1
2020-08-21,TNK,shipping,0.13927084427822395,0.45997971766517054,0.27375697989924946,0.9509267160042555,0.04544172402556747,0.25507159973880156,0.24307159973880155,1
2020-08-24,TNK,shipping,0.1353034357031078,0.45798945616764464,0.2788022703501346,0.9200405226546186,0.06389783639652456,0.21808435301043683,0.20608435301043682,1
2020-08-25,TNK,shipping,0.12897783556773457,0.452038934616023,0.28562555326651934,0.9453242565848333,0.04448468489192982,0.17078072127011512,0.1587807212701151,1
2020-08-26,TNK,shipping,0.10919558147161164,0.4445706511207341,0.304368689329239,0.9621808954966273,0.037473441384035786,0.14774836168848315,0.13574836168848314,1
2020-08-27,TNK,shipping,0.2761997629180669,0.47875359632455916,0.2902421329084677,0.98,0.05702950732532959,0.14979114633705115,0.13779114633705114,1
2020-08-28,TNK,shipping,0.2571038939922487,0.4961124153719409,0.3057834710494933,0.98,0.06892634385345908,0.19090608101248763,0.17890608101248762,1
2020-08-31,TNK,shipping,0.26302497235148303,0.5126160029252866,0.3046825067507304,0.98,0.06882661761485347,0.18777864787865162,0.1757786478786516,1
2020-09-01,TNK,shipping,0.2559033317017445,0.529399602827741,0.31682817858534706,0.98,0.05162404405347422,0.28539495539799553,0.2733949553979955,1
2020-09-02,TNK,shipping,0.2532304736505499,0.5391747173994007,0.3349275696388444,0.98,0.08885687596424989,0.23932097137017516,0.22732097137017515,1
2020-09-03,TNK,shipping,0.2528737896850781,0.5676760782571657,0.34170300608621135,0.98,0.07667480360419084,0.22277302083846195,0.21077302083846194,1
2020-09-04,TNK,shipping,0.2645596163870388,0.5896520693979518,0.34642253798923867,0.98,0.07535351845493948,0.18856207948589643,0.17656207948589642,1
2020-09-07,TNK,shipping,0.23772516371239394,0.581590137259796,0.3483721307065114,0.98,0.07619878482337357,0.23492087276200824,0.22292087276200823,1
2020-09-08,TNK,shipping,0.2427899499944862,0.570637280312306,0.3501601361357243,0.98,0.051826248835422584,0.24567665532400973,0.23367665532400972,1
